"TeamId","TeamName","TotalUSDPrize","TotalTournaments"
606,"Romanian National Team",54375.64,11
24824,"Global Esports Xsset",54259.38,5
701,"New Zealand National Team",54100,6
384,"NewRoSoft",53987.44,65
24843,"Futbolist",53764.12,3
24670,"Lux Gaming",53325,8
435,"Young Glory",52965.57,6
348,"XMG",52604.36,84
24955,"DivisionX Gaming",52216.16,7
24735,"Sharks Esports",52084.92,12
668,"Asterion",51530.77,93
699,"Hong Kong National Team",51500,5
199,"goodgame",51247.86,18
597,"Singaporian National Team",51125,7
683,"Hite SPARKYZ",50818.59,16
24869,"CERBERUS Esports",50799.88,10
25002,"Parallax Gaming",50666,5
24901,"Dynamind",50650,2
24904,"Riddle",50400,2
24905,"Stratum Esports",50300,2
406,"3sUP Enterprises",50126.66,13
819,"Hanwha Life Esports",49868.6,6
24830,"CrowCrowd",48812.51,8
24700,"Nora-Rengo",48760,7
25066,"eleVen Original",48750,4
929,"Pixel 1",48592.1,39
189,"69°N-28°E",48449.74,6
614,"Team WinFakt",48266.3,14
284,"spiXel",48130.12,7
150,"hoorai",48121.67,13
831,"Rift Esports",48079.11,3
25069,"Ni Chang Dance",47500,2
159,"Absolute Legends",47434.47,39
718,"Mysterious Monkeys",46778.9,14
500,"REUNITED",46362.97,33
25032,"SINNERS Esports",46055.36,7
526,"Team X",46000,5
358,"CLASH Tournaments",45988.3,183
611,"NGA Club",45335.36,7
24938,"Wave Esports",45323.18,26
444,"Unlimited Potential",45312.6,3
24736,"Radiance",44925.4,14
24823,"WClick",44600,3
288,"Temp.no",44475.44,23
596,"Austrian National Team",44409.12,8
24676,"AS Monaco Esports",44345.7,14
537,"Even Matchup Gaming",44044.24,96
333,"Team Impulse",43000,5
24975,"ELL",42868.2,1
551,"Team Revolution",42724.5,82
665,"bbq Olivers",42359.3,6
190,"Destination-Skyline",41549.71,11
792,"Golden Guardians",41492.85,4
24677,"Team Oplon",41199.76,42
426,"OverGaming",40935.37,22
24689,"Apex Racing Team",40934.42,6
24875,"ArkAngel",40800,7
24944,"303 Esports",40538.75,12
361,"VGBootCamp",40312.22,114
605,"Portugese National Team",40238.7,7
791,"Playing Ducks",40061.31,27
942,"Toro Rosso Esports Team",40000,1
944,"University of Illinois at Urbana-Champaign",40000,1
156,"Gravitas Gaming",39839.43,18
24794,"Hard Legion Esports",39504.5,10
278,"Astana Dragons",38823.69,11
368,"Clan-Mystik",38751.6,19
25027,"Vision Strikers",38000,2
502,"Lounge Gaming",37962.07,9
24679,"Konix eSport",37910.92,23
594,"Bulgarian National Team",37868.11,8
252,"Lightning Pandas",37829.32,4
693,"Belgian National Team",37525,8
410,"Conquest",37500,5
326,"Brutality",37446.23,25
247,"(monkey) Business",37194,2
397,"Torpedo Gaming",37192.25,14
615,"DTS Gaming",37050.43,21
24942,"Oxygen Esports",36500,4
155,"Online Kingdom",36090.5,7
506,"Team SPACECRAFT",36071.09,39
271,"GameOnline",35882.37,4
24996,"Built By Gamers",35633.32,5
355,"JaX Money Crew",35450,11
24919,"Exalty",35183.35,60
24967,"EXO Clan",35181.14,21
24810,"EUs Finest",35000,3
25079,"H.T Family",35000,1
24755,"John Deere Gaming",34759.93,12
559,"Smash Studios",34498.06,223
401,"Elite Wolves",34277,8
295,"Imaginary Gaming",34191.47,43
24913,"Vexed Gaming",34062.3,16
24886,"Sector One",33977.6,22
845,"Team Massive Dragons",33977.53,2
953,"Demise",33813.41,35
528,"Valencia CF eSports",33714.38,13
585,"Mexican National Team",33317,9
654,"Cyclone",33262.22,14
24894,"Nexus Gaming",32659.46,8
24934,"Charlotte Phoenix",32200,4
459,"London Mint",32086.7,5
816,"O'Gaming",31870.64,44
260,"No Tidehunter",31777.08,13
388,"myRevenge",31677.8,33
25042,"Ellevens Esports",31500,3
24747,"Racing Point F1 Esports",31450,2
807,"Business associates",31365,9
24754,"Team GRIMME",31306.26,9
289,"UNiTE Gaming",31200,7
441,"Huma",31178.54,4
412,"Team LoLPro",30750,10
24850,"DreamEaters",30541.29,11
24834,"NoPing e-sports",30438,6
24908,"SKADE",30318.6,11
636,"Chilean National Team",30000,3
456,"Mexico City Furia",30000,2
356,"Melee it on Me",29937.34,156
24939,"MS Chonburi",29912.83,3
510,"Epik Gamer",29750,6
25041,"Avidity Esports",29500,2
25043,"Canberra Havoc",29500,4
574,"ANOX",29324.99,10
24885,"London Esports",29309.09,12
399,"T Show",29233.11,25
810,"Team Orcus",28863.8,1
24669,"Armada Esports",27872.63,80
495,"Team Blacer",27834.95,58
152,"Eclypsia",27777.57,21
645,"Boreal eSports",27732.04,53
519,"Apex Gaming",27500,2
24860,"FireNIce Esports",27500,3
24849,"Royal Youth",27487.5,2
24800,"RBG Esports",27010.36,10
704,"Swiss National Team",27000,3
24848,"İstanbul Wild Cats",26752.82,6
469,"Dallas Venom",26500,4
24856,"pro100",26083.5,10
423,"nerdRage",26026.74,22
25010,"Echo Zulu",25885.7,14
474,"Good Game University",25700,2
622,"Rising Stars Gaming",25560.05,16
24753,"KRONE eSports",25320.66,11
24831,"Rascal Jester",25135.74,9
270,"WICKED eSports",25005.55,7
400,"Epiphany Bolt",24940.52,28
727,"The Muffin Men",24900,8
24749,"Burning-Gamers.de",24870.67,9
25016,"Neon Esports",24810.55,5
345,"Masters 3",24718,2
689,"DuSt Gaming",24586.35,116
359,"Trig Esports",24512.24,11
418,"Team Meka",24469.24,32
24968,"Wygers",24026,6
24909,"SMASH Esports",24000,3
478,"Fraternitas",23806.91,24
24993,"XSET",23700,6
24729,"Chicken Fighters",23500,3
24921,"Omen Elite",23263.75,5
911,"Pure Racing Team",23075,3
702,"Peruvian National Team",23000,4
259,"Team Admiral",23000,2
431,"Team Fusion",23000,3
291,"PotM Bottom",22954,4
706,"Dark Sided",22930.66,21
407,"Brave e-Sports",22804.83,12
238,"JusTus",22780,8
433,"8th Team",22691.19,13
694,"Kazakh National Team",22600,4
24911,"CeX",22580.38,18
460,"Sydney Underground",22500,2
721,"Kyoto eSports",22315.7,11
24712,"Elgiganten Gaming",22312.06,9
450,"Inspire Esports",22297.9,4
731,"The Leftovers",22293.99,11
254,"Exertus eSports",22271.76,23
298,"Broken Tier",22157.4,59
351,"Gameburg Team",22140.16,6
24871,"Sandrock Gaming",22100.95,8
627,"EarthRoot Gaming",22019.83,31
24858,"Regal Reserve",22000,3
667,"Horde",21976.36,4
24771,"Team Phantasma",21975,8
167,"IvDgaming",21658.65,28
24718,"Project EVERSIO",21608.33,28
445,"Ember",21500,2
24965,"Beyond Esports",21396.79,12
649,"2GGaming",21181.14,45
24959,"Los Angeles Guerrillas",20833.33,5
187,"Team Nv",20524.15,21
25036,"5men",20411,4
24917,"Digital Athletics",20400,6
437,"E-corp Gaming",20265.95,11
673,"Gold Coin United",20000,2
947,"Hype Energy eForce India",20000,1
24792,"LiViD Gaming",19958.6,3
477,"IsIMBA",19885.38,55
600,"Serbian National Team",19620.22,4
24870,"RCD Espanyol",19578,5
422,"Ex Nihilo",19551.02,6
24724,"Cygames Beast",19356.35,2
24891,"Unsold Stuff Gaming",19275,4
24696,"Hippomaniacs",19257.13,16
601,"Philippines National Team",19200,5
480,"PuLse Gaming",18797.97,2
363,"Big3",18683.42,7
24943,"72 Pin Connector",18375,3
24868,"Victim",18200,3
24817,"All Rejection Gaming",18194.03,5
24739,"Fast Racers Forza",18000,2
517,"No Diggity",18000,2
448,"Operation Kino eSports",17838.77,19
25039,"Rainbow7",17625,2
24827,"Vendetta",17556.02,3
116,"Guild of Imbalance",17519.42,25
24979,"Entropiq",17469.43,12
737,"iNETKOXTV",17464.1,20
25031,"ESPADA",17337,4
24719,"Afterthought",17320,4
250,"Aware Gaming",17114.31,11
24738,"JOTA eSport",17000,1
350,"Vicious Syndicate Gaming",16925,10
565,"Seattle Surge",16900,5
255,"eoLithic",16772.87,3
24731,"Equinox Gaming",16634.33,17
811,"Lebanon National Team",16610.22,2
691,"Israel National Team",16600,3
24961,"Team Sampi",16494.43,13
651,"InControl Gaming",16433.36,32
772,"Netcode Illuminati",16300,5
705,"Miami Flamingos‏ e-Sports",16183.99,26
514,"Hyper Youth Gaming",16108,1
249,"VanQuish",16105.4,9
25085,"GUTS Gaming",16000,2
935,"PlayerOne Esports",16000,3
105,"It's Gosu eSports",15915.54,31
179,"Area 51 Gaming",15800,4
369,"The Last Resistance",15767.53,4
387,"EloHell",15643.43,4
24923,"IziDream",15437.35,2
24761,"Team Lindner",15106.95,9
541,"Game Talents",15013.4,1
527,"Brain Power",15000,1
472,"Odyssey Gaming",15000,2
455,"Singapore Sword",15000,1
458,"Stockholm Magnetik",15000,1
470,"Wuhan Dragon",15000,1
375,"Arcade eSports",14925.93,13
24914,"Fierce Esports",14791.57,7
321,"Control Gaming",14751.68,110
496,"Team gamed!de",14588.9,9
803,"DAN Gaming",14528.5,1
604,"Hungarian National Team",14518.11,5
540,"Tollenz Lions",14323.49,19
24759,"Ancient Warriors",14310.62,8
476,"Sinners Never Sleep",14302.87,4
24752,"Die Landeier",14257.7,11
25084,"Timbers Esports",14000,2
465,"Astralis (Finnish)",13837.79,7
25015,"Signify",13829.29,2
509,"Romandy Gaming",13695.06,50
24867,"Kanga Esports",13500,7
432,"Team Innova",13434.23,11
630,"EndGameTV",13345.91,47
24760,"Team HORSCH",13251.78,6
429,"Bob Question Mark",13240.19,6
24723,"Aerowolf",13000,1
25045,"Omni Nation",13000,1
25023,"BMW Esports",12900,1
504,"Rebels Anarchy",12814.95,2
542,"Team LeiFeng",12802.27,54
24912,"Radix eSports",12753.81,8
24985,"Ovation eSports",12750,8
24698,"Halocline Gaming",12737.84,13
24876,"Dragons Esports Club",12639.13,4
415,"Quarter after Midnight",12548.88,36
24947,"Attack All Around",12522.23,6
24926,"Overt",12350,4
717,"Hammers Esports",12307.27,10
424,"Fatal Ambition",12282.96,4
24888,"Game Agents",12018.15,2
24740,"Virtualdrivers TX3",12000,1
110,"eSahara",11870.62,19
822,"Mentality Esports",11840.75,20
806,"Final-Gaming",11576.18,18
25014,"Energy Esports",11514.54,3
24949,"Mythic",11500,7
24929,"Riddle Esports",11451.55,2
533,"ExAequo",11446,4
272,"Universal Soldiers",11350,4
25086,"MercenarieZ",11250,2
25087,"Union Gaming",11250,2
24741,"Team Highlands Racing",11000,2
269,"Vitriolic",10992.91,5
24854,"Justice Esports",10824.45,3
24853,"SYF Gaming",10721.75,9
24974,"Lucid Dream",10466.08,7
607,"Belarusian National Team",10382.12,5
24816,"Výfuk",10241.81,4
800,"Coalition Gaming",10020.3,17
24855,"Furious Gaming",10000.23,11
945,"Carleton University",10000,1
595,"Slovakian National Team",9816.1,3
24732,"Genuine Gaming",9794.55,9
853,"EXPLOSIVE",9750,2
24811,"Disrupt Gaming",9500,5
140,"Air Force ACE",9413.89,10
728,"Team Iris",9377.5,20
24778,"Burning Core",9340.2,3
24932,"mCon esports Rotterdam",9279.21,7
24970,"Global Esports",9134.4,5
24673,"Sinai Village",9106.7,35
24981,"Mamba Mode Gaming",9050,9
24695,"Nevermore eSports",8962.05,11
24756,"SDL eSports",8958.9,3
151,"starComa",8950.92,2
24992,"Exeed Esports",8900,5
679,"Fusion Girls",8873.48,5
24791,"Paradox Gaming",8860.97,9
659,"Keep Gaming",8850.65,6
24837,"GoSkilla",8796.69,2
328,"The Steam Co",8660.75,59
648,"Fly Society",8623.13,21
25034,"Bren Esports",8500,2
370,"Professional Skills",8424.84,5
178,"Pulse Esports",8408.82,15
703,"Indonesian National Team",8400,2
25009,"Dynasty",8356.55,7
725,"Red Bulls",8241.45,1
692,"Malay National Team",8200,2
24954,"dizLown",8043.58,4
618,"Colombian National Team",7958.56,2
24960,"GameWard",7711.11,6
566,"Trail Gaming League",7640.33,22
815,"Mirage",7532.38,4
697,"Croatian National Team",7525,3
25075,"INDIAN CLASHERS",7500,1
461,"Rio Sinistro",7500,1
463,"Seoul Jinhwa",7500,1
924,"Crack Clan",7486.92,3
629,"Team Viral",7456.46,28
24984,"Grizi Esport",7400,8
24892,"Trident Esports",7389.19,8
722,"Serenity Sports",7336.61,14
353,"Heimerdinger's Colossi",7285.84,6
647,"V8 eSports",7250,3
24779,"Malvinas Gaming",7164.3,7
24762,"Team Komatsu Forest",7069.67,4
25046,"Plot Twist",7000,1
160,"Virus Gaming",6998.62,28
751,"Balance Gaming",6800.12,24
25058,"lvlUP",6517.36,4
538,"Polarity",6500,3
25026,"JAESA Team Suzuki",6450,1
25025,"Team Fordzilla",6450,1
25024,"YAS HEAT",6450,1
24987,"Granit Gaming",6375,13
428,"MKZ",6345.52,2
346,"Assassin Sniper",6308.4,2
724,"Rhinos Gaming",6289.76,3
549,"Team Heir",6274.61,38
24710,"Icelandic National Team",6157.85,2
960,"Saudi National Team",6100,2
25063,"Resistance",6000,2
24798,"Team Mantra",6000,1
961,"South African National Team",5800,2
25021,"REJECT",5796.06,3
24846,"RÄHINÄ eGameStars",5774.13,2
24941,"Big Frames",5750,8
25022,"Sengoku Gaming",5701.68,1
24880,"Team Parallel",5625.8,3
752,"Team YP",5605.2,11
24956,"GameHome Esports",5536,3
24751,"Landwirtschaft3.0",5446.99,3
24764,"Team CLAAS",5433.53,4
25076,"DARK TANGENT",5000,1
950,"Haas F1 Esports Team",5000,1
24767,"Indian National Team",5000,1
24766,"Irish National Team",5000,1
24768,"Latvian National Team",5000,1
24769,"Paraguayan National Team",5000,1
25044,"Warriors International",5000,1
738,"INSHOCK",4979.07,7
24973,"Suomi",4925,2
391,"Team Lucky Draw",4888.34,10
490,"True AmBition",4866.01,35
166,"RattleSnake",4761.1,3
487,"Redbloods",4672.8,19
24727,"Dark Origin",4663.01,3
282,"Templars of Twilight",4519.27,6
24994,"Cosa Nostra Games",4500,3
24978,"Kansas City Pioneers",4500,3
24838,"BOX Gaming",4350,3
25008,"Brussels Guardians",4326.44,5
758,"RELAPSE Gaming",4324.41,6
710,"Laser Kittenz",4300,2
170,"Clarity Gaming",4295.38,7
576,"Team Phoenix",4250,3
484,"I Will Kill You Gaming",4184.62,3
378,"Awsomniac",4174.28,2
377,"Benched Gaming",4054.84,5
554,"Mortality",3975.3,29
379,"DragonBorns",3965.4,1
24983,"Enterprise Gaming",3850,6
24916,"Salamander Gaming",3825,3
754,"FStep",3773.8,10
25070,"Activit-E",3750,1
25074,"Goethe",3750,1
25072,"Hagure MetaL",3750,1
25062,"Hama",3750,1
25064,"Kapinalliset",3750,1
25068,"RTK",3750,1
25067,"TownHall.Legend",3750,1
25083,"B7 Warriors",3705,2
836,"Zerator",3697.09,6
276,"Five Crowns",3502.85,2
547,"qwerty",3500,2
936,"Monolith Gaming",3474,3
24807,"Aera Esport",3391.94,1
436,"El NeXo",3307.48,9
932,"Fursan Esports",3300,4
303,"Pandora's Mighty Soldiers",3250,5
24896,"Game Fist",3155.69,2
813,"Team Invited",3153.43,1
782,"Red Coin",3028.8,5
24757,"Team AMAZONE",3000.72,3
798,"Dynamo Kyiv Esports",3000,2
25030,"OPAA Gaming",3000,1
838,"Team Requiem",2922.34,3
24887,"Team LEISURE",2869.44,2
552,"Team Prismatic",2856.99,21
